createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token0.name,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
12686349,2021-06-22,0x985fd1afb3b6a8287dc308cdcc467ac7244adba4,2360000000000000.0,0.00010681799999999999,0.00010681799999999999,PolkaSwap - Polkaswap.io,0x37c967fb285d1a766f5dd2224add8d8875045b1f,PolkaSwap - Polkaswap.io,POLKASWAP,2360000000000000.0,18,26,0xf23b71d07dc9b93eae041a2e9aef2589160b22bb,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,5.0,50000000000.0,1625425561,2021-07-04 19:06,swap,1624437426,2021-06-23 8:37,11.77673739,0.000102854,-0.999991266,11.557222222222222h,True,1624437426,1,19,0,0.05,0.95,0.0,0.0,0.12775744637592762,0.0,16,3,4.0,39348,499999.999999999999999,0xf23b71d07dc9b93eae041a2e9aef2589160b22bb,100.0,0.0,499999.999999999999999,0xf23b71d07dc9b93eae041a2e9aef2589160b22bb,1.0000000000001e+24,0,500000.0,1000000000000062528684032
12679429,2021-06-21,0x36f32cc788b70a41a2823ced69a64980c8d5fd8d,150000000000000.0,0.0016732160000000002,0.003346431,秋田犬,0x71cb49c18e8484a957e43f810b851c8e58c3c5c6,秋田犬,AKITOINU,150000000000000.0,18,19,0x31a70dc276e2838595bbf0119982a72e78177164,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,5.0,50000000000.0,1624317252,2021-06-21 23:14,swap,1624317252,2021-06-21 23:14,6.012834975,0.0016732160000000002,-0.999721726,4.167777777777777h,True,1624317252,1,17,0,0.05555555555555555,0.9444444444444444,0.0,0.0,0.25354691075514874,0.0,14,3,3.5,2185,499999.999999999999999,0x31a70dc276e2838595bbf0119982a72e78177164,100.0,0.0,499999.999999999999999,0x31a70dc276e2838595bbf0119982a72e78177164,1.0000000000000003e+27,0,500000.0,1000000000000000150726508544
13476367,2021-10-23,0x8cbda49a9f9484da64636bad3377db07639f39cd,1e-18,1.51e-11,2e-18,Wrapped Ether,0xebee085eab6a30792489657ab1780e5502baf5ee,https://bosagora.io,BOSAGORA,1.51e-11,18,17,0xda314dff9a3d624736dd94799a50fbf48fb33158,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,25.0,9900000000.0,1635162179,2021-10-25 11:42,burn,1635162179,2021-10-25 11:42,32.94748159,1e-18,-1.0,37.75277777777778h,True,1635162179,1,15,0,0.0625,0.9375,0.0,0.0,0.12038726839679545,0.0,14,1,7.0,64658,497493.718553309977366239,0xda314dff9a3d624736dd94799a50fbf48fb33158,100.0,0.0,497493.718553309977366239,0xda314dff9a3d624736dd94799a50fbf48fb33158,10000000000.0,0,497493.71855331,50271879.6708970367908477783203125
13514645,2021-10-29,0xb09256bbbef5c5fbae47d88d35632fc778741180,8.689999999999999e-11,1e-18,2e-18,Mermaid Inu,0x649ec8bf0f844db3cb3aa377dbae60f28b7547ce,Mermaid Inu,MERMAID,8.689999999999999e-11,18,23,0xd3152f7f011f7eef97734c89155166b3257608cf,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,3.0,80750000000.0,1635810589,2021-11-01 23:49,burn,1635810589,2021-11-01 23:49,5.674962312999999,1e-18,-1.0,73.82805555555555h,True,1635810589,1,21,0,0.045454545454545456,0.9545454545454546,0.0,0.0,0.15140139433797173,0.0,20,1,10.0,35429,492188.988092988524959002,0xd3152f7f011f7eef97734c89155166b3257608cf,100.0,0.0,492188.988092988524959002,0xd3152f7f011f7eef97734c89155166b3257608cf,85000000000.0,4250000000,492188.98809299,-0.00000110000000000000005610204141526242693771564518101513385772705078125
12697497,2021-06-24,0x1d2bcb0a1a09262fb64ea1192ab2178c4964baeb,9.32e-11,1e-18,2e-18,SalmanMoon | salmanmoon.finance,0xb44e4c1431d4fc45140160b853eb4b75b76fadef,SalmanMoon | salmanmoon.finance,SalmanMoon,9.32e-11,18,10,0x06eb039c98b0be532dd3e9c4adfacb1983ce5105,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,4.0,60000000000.0,1624557148,2021-06-25 2:52,burn,1624557148,2021-06-25 2:52,5.260645287,1e-18,-1.0,2.868611111111111h,True,1624557148,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.6051318602993585,0.0,8,0,8.0,1403,489897.948556635619638456,0x06eb039c98b0be532dd3e9c4adfacb1983ce5105,100.0,0.0,489897.948556635619638456,0x06eb039c98b0be532dd3e9c4adfacb1983ce5105,99999999999.99998,40000000000,489897.94855664,-0.00000880000000000000044881633132209941550172516144812107086181640625
12428548,2021-05-13,0x6d42974c4690528d2562ce5c6948dabf1f1a163c,7.94e-11,1e-18,2e-18,Baby Vitalik,0xa755f965a2bd8e9bf301eeeddb8c79d686a1c413,Baby Vitalik,bVitalik,7.94e-11,18,17,0xc6788e5924e3a703bfb77e3f7c97e0f5bf43c0d3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,8.0,30000000000.0,1620942697,2021-05-13 21:51,burn,1620942697,2021-05-13 21:51,6.182773912999999,1e-18,-1.0,0.26416666666666666h,True,1620942697,1,15,0,0.0625,0.9375,0.0,0.0,0.3377926421404682,0.0,7,8,0.7777777777777778,897,489897.948556635619638456,0xc6788e5924e3a703bfb77e3f7c97e0f5bf43c0d3,100.0,0.0,489897.948556635619638456,0xc6788e5924e3a703bfb77e3f7c97e0f5bf43c0d3,99999999999.99998,40000000000,489897.94855664,0
12406821,2021-05-10,0x163eafe8ac42ead1fbbb3ec4dc815e2f3f846d46,1e-18,1.1e-10,2e-18,Wrapped Ether,0xda3ccda0ce67646df8702506c676b08a0802c7e7,RocketDoge,RocketDoge,1.1e-10,18,16,0x684b29eba53fa7e8cf4af88e0193bb7193e0bb1f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,3.0,80000000000.0,1620653923,2021-05-10 13:38,burn,1620653923,2021-05-10 13:38,4.461960286,1e-18,-1.0,0.3463888888888889h,True,1620653923,1,13,0,0.07142857142857142,0.9285714285714286,0.0,0.0,0.5168067226890757,0.0,10,3,2.5,1190,489897.948556635619638456,0x684b29eba53fa7e8cf4af88e0193bb7193e0bb1f,100.0,0.0,489897.948556635619638456,0x684b29eba53fa7e8cf4af88e0193bb7193e0bb1f,99999999999.99998,0,489897.94855664,19999999999.999996185302734375
12540179,2021-05-31,0xec1011df23482632fe3d0d7223bd7701089a9dcc,1.51e-10,1e-18,2e-18,PigSwap,0xa054e2df4887127f86d0c8080b14a2094b343332,PigSwap,PIGSWAP,1.51e-10,18,7,0x151894a53e49994541bc668a0e8d691830dd2300,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,3.0,80000000000.0,1622441767,2021-05-31 15:16,burn,1622441767,2021-05-31 15:16,3.247797443,1e-18,-1.0,1.0191666666666668h,True,1622441767,1,5,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.36926147704590817,0.0,5,0,5.0,1002,489897.948556635619638456,0x151894a53e49994541bc668a0e8d691830dd2300,100.0,0.0,489897.948556635619638456,0x151894a53e49994541bc668a0e8d691830dd2300,99999999999.99998,0,489897.94855664,19999999999.999996185302734375
13469968,2021-10-22,0xd3f5091cfecd7fa35ef9af324034724f8c0223a7,8390000000000.0,0.028533804,0.028533804,Piccolo Inu,0x322f22c10fbf264759854125b7236952a02dbc4b,Piccolo Inu,PINU,8390000000000.0,18,18,0x90eb2374dd9a06124aaaa630013d9459e8675b7b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,0.097833785,2100000000000.0,1634943321,2021-10-22 22:55,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1634943321,4,10,1,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.249728555917481,0.255700325732899,0.5743756786102063,5,5,0.8333333333333334,1842,485950.376190841157504334,0x322f22c10fbf264759854125b7236952a02dbc4b,100.0,0.0,485950.376190841157504334,0x90eb2374dd9a06124aaaa630013d9459e8675b7b,100000000000000.0,0,485950.37619084,82298367722347.171875
12874892,2021-07-22,0x119338a2c958509e2e83830ddf68d24533bd8b5e,1.98e-12,1e-18,2e-18,BABY CAKE,0x1fafbda532ff5afec2eaeb2e2b1ad99fc7ba0f59,BABY CAKE,BABYCAKE,1.98e-12,18,111,0xed6fe0b0f378670ac045f5756616ad38ed44d1ea,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,50.0,2913058639.0,1627292532,2021-07-26 9:42,burn,1627292532,2021-07-26 9:42,246.392779,1e-18,-1.0,98.035h,True,1627292532,2,108,0,0.01818181818181818,0.9818181818181818,0.0,0.13786877889441992,0.11665605682699699,0.0,108,0,108.0,287469,485109.997249344238800069,0xed6fe0b0f378670ac045f5756616ad38ed44d1ea,100.0,0.0,485109.997249344238800069,0xed6fe0b0f378670ac045f5756616ad38ed44d1ea,99999999999.99998,0,485109.99724934,96872017277.6036834716796875
