createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token0.name,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
12513681,2021-05-27,0xff26e3434d8efde1b48ab6d32a9b10e42baf1027,440000000000000.0,4.52e-06,9.04e-06,Galactic Cat Inu,0x4118d7e5925446b8c1098d42b547d0b034828db7,Galactic Cat Inu,GCINU,440000000000000.0,18,13,0x4fd4e1a3af23eb7e83f5656c0726fc84f17f9c34,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,4.5,439800000.0,1622110825,2021-05-27 10:20,swap,1622110825,2021-05-27 10:20,5.628824517999999,4.52e-06,-0.9999991970000001,7.975555555555555h,True,1622110825,1,11,0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.30045871559633025,0.0,8,3,2.0,1744,44487.07677517146102185,0x4fd4e1a3af23eb7e83f5656c0726fc84f17f9c34,100.0,0.0,44487.07677517146102185,0x4fd4e1a3af23eb7e83f5656c0726fc84f17f9c34,806864000000111.0,551200061,0.0,49.99999996999999751778887002728879451751708984375
11621575,2021-01-09,0x87364df3036481b91f19cc01614cf7a0d81d1c01,13.02893608,474.5941904,26.05787217,Wrapped Ether,0xcb406a9bfef568904f8561662e8e3d187b166d3e,https://t.me/RAGEtoken,RAGE,476.0192076,18,787,0xf02b114242f557557bd6387e89b650aab7f1e90e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,5.0,950.0,1635232953,2021-10-26 7:22,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635232953,36,715,25,0.04639175257731959,0.9213917525773195,0.03221649484536082,0.025794747518616958,0.03667465649112115,0.16363629775079921,397,318,1.244514106583072,14901871,68.920243760451107839,0xf02b114242f557557bd6387e89b650aab7f1e90e,7.6923076923076925,24.745704339612082,73.816510516230512771,0xf02b114242f557557bd6387e89b650aab7f1e90e,1000.0,0,0.00088612,50
11244777,2020-11-12,0x162989eaf4f18517cc7d66e8311536949a9710e7,2.090888788,3216.7399920000003,4.181777577,Wrapped Ether,0xd0f5c25de3a13540b265973549e4141d9a361fb8,BLAZE,BLAZE,3216.7399920000003,6,615,0xef225e5560b1ac9a413d4b0787cc4fca21d0247f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.5,4950.0,1607378426,2020-12-07 22:00,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1607378426,18,596,0,0.029315960912052116,0.9706840390879479,0.0,0.07554262040982714,0.07422914484255831,0.0,314,282,1.1095406360424027,2109670,0.00004974937185433,0xef225e5560b1ac9a413d4b0787cc4fca21d0247f,50.0,12.163032288221023,0.000080030477959417,0xef225e5560b1ac9a413d4b0787cc4fca21d0247f,3887.995686,1109.754314000000022133463062345981597900390625,0.0,50
10996499,2020-10-05,0x9ca233c0a7de3794df1c087d5d2016b9d8b816e1,145.6104852,0.409551756,0.409551756,Vivid Finance,0x3e88f8c31e1f9d26c1904584efbca58b75f53568,Vivid Finance,vBRIGHT,145.6104852,18,196,0xcdceefd3751bd7f2bd9d8da36cc867031f143116,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.1,100.0,1631800245,2021-09-16 13:50,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1631800245,32,150,13,0.1641025641025641,0.7692307692307693,0.06666666666666667,0.04337399734428547,0.09846083041722843,0.09177134580516894,81,69,1.1571428571428573,23566539,3.724181449274514857,0xcdceefd3751bd7f2bd9d8da36cc867031f143116,16.666666666666668,13.591886163474713,8.223299201192587165,0xcdceefd3751bd7f2bd9d8da36cc867031f143116,2660.8284966,0,0.0,59.991401109999998197963577695190906524658203125
12744635,2021-07-01,0x155e143177331d685ddd7e5a7a26280bde591a21,56171.56499,0.151117674,0.151117674,KickToken,0x824a50df33ac1b41afc52f4194e2e8356c17c3ac,KickToken,KICK,56172.4304,10,29,0xff5ddaf98d5e954dab589f2ca71b83fd99c48c8d,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,1e-14,0.9,1635231895,2021-10-26 7:04,swap,1626068485,2021-07-12 5:41,0.00020260099999999998,3.41e-07,-0.998317074,246.48h,True,1626068485,3,10,0,0.23076923076923078,0.7692307692307693,0.0,0.08047613189697086,0.2883562085185901,0.0,5,5,0.8333333333333334,170709,4.693864698E-9,0xe0a506b30210478c7fc02bec1ffdfcd424bc47ac,50.0,49.90907036329372,0.000005162084517243,0xff5ddaf98d5e954dab589f2ca71b83fd99c48c8d,1387943707.2634704,2788073.8545162281952798366546630859375,0.0,74.2001292700000050217568059451878070831298828125
13398625,2021-10-11,0xfea60342672a3a5f4d16a63fd6c305280a5a0704,0.002297415,692000000000000.0,0.002297415,Wrapped Ether,0xd8a8e3848cfaaf398897f583804b5a497ca31386,Deep MetaVerse🌌,MetaVerse,692000000000000.0,18,77,0x7f668968ed98f519c4b73b3835f51f5e8ad229b7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,10.0,157000000000.0,1634648888,2021-10-19 13:08,swap,1634022675,2021-10-12 7:11,19.42275159,0.001587415,-0.99991827,13.7775h,True,1634022675,1,68,0,0.014492753623188406,0.9855072463768116,0.0,0.0,0.05764147457578944,0.0,52,16,3.0588235294117645,35183,1253314.13699838238120723,0x7f668968ed98f519c4b73b3835f51f5e8ad229b7,100.0,0.0,1253314.13699838238120723,0x7f668968ed98f519c4b73b3835f51f5e8ad229b7,1.000015707963268e+16,157079632679.5,0.0,79.5515838200000047208959585987031459808349609375
11128651,2020-10-25,0x26fdb3e42c87eefd674ec1781ae9ee8de669ef25,280.0353838,0.069523215,0.069523215,stinkyCOCO,0x8df70bfc028f722f25702828d7e89810775d310d,stinkyCOCO,COCO,280.0353838,18,110,0x6f9ce89b2876c812434348b353bac1aecb56f758,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,0.05,10.0,1606614971,2020-11-29 1:56,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1606614971,24,75,10,0.22018348623853212,0.6880733944954128,0.09174311926605505,0.1149996509086222,0.1340600401365574,0.2222745362007759,33,42,0.7674418604651163,558593,0.707106781186546524,0x6f9ce89b2876c812434348b353bac1aecb56f758,9.090909090909092,12.774288194701072,4.350861716804289081,0x6f9ce89b2876c812434348b353bac1aecb56f758,402.9182486033582,0,0.0,90
11374702,2020-12-02,0x29845ca426e74f815a2482ad2dd7b0c79b4db3ce,314.8806283,7.710246186,15.42049237,GoldenBurn Token,0x07c6219393cfa3fbdc332f1f26ad742adca45425,GoldenBurn Token,GOLDEN,314.8806283,18,454,0x69b77e3b015c2c69043e2926de5fc3473a2d467f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,21.5,163.35,1611005757,2021-01-18 21:35,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1611005757,1,452,0,0.002207505518763797,0.9977924944812362,0.0,0.0,0.004206741643752631,0.0,212,240,0.8796680497925311,3813165,59.262340487024302822,0x69b77e3b015c2c69043e2926de5fc3473a2d467f,100.0,0.0,59.262340487024302822,0x69b77e3b015c2c69043e2926de5fc3473a2d467f,436.97331407873594,203.0195307607754102718899957835674285888671875,0.0,100
11730488,2021-01-26,0x2a0ba7fd911faeda94b4b81f74e92862175b8adc,2.20446906,868.036201,4.40893812,Wrapped Ether,0xf3a561e0f83814149992bcdc2ad375acba84754e,AutoBurn,ABN,868.0379640000001,6,525,0x5c8f9b64de05ac97a0e230bd7731b1a713cd08eb,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,0.1,94.0,1636018805,2021-11-04 9:40,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636018805,5,379,0,0.013020833333333334,0.9869791666666666,0.0,0.0033558012913972994,0.3093268346863785,0.0,119,260,0.4559386973180077,24283619,0.000003570286702556,0x5c8f9b64de05ac97a0e230bd7731b1a713cd08eb,33.333333333333336,40.491073374164564,0.000003941183883128,0x5c8f9b64de05ac97a0e230bd7731b1a713cd08eb,6362.028036,93109.8921609999961219727993011474609375,0.0,0
12109373,2021-03-25,0xf84d901abdf28b46262ea7d0c7a5b37973214fd5,1e-18,2.44e-06,2.44e-06,Meliora,0xb64cd4f56043f8d80691433e395d08b1bebdadf0,Meliora,MORA,1e-18,18,9403,0xc723b5d1811ce23512c8cfaf15959bbb4554497d,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,150.4781526,519732.5065,1635083253,2021-10-24 13:47,burn,1634068473,2021-10-12 19:54,83.04974543,1e-17,-1.0,4826.661388888889h,True,1634068473,4,9394,3,0.00042548665035634504,0.9992553983618764,0.0003191149877672588,0.007007859415639866,0.05308829373254271,0.06144956076969208,5144,4250,1.2100682192425312,17220237,8843.550612023787481591,0xe3e69247bab6c3f87c4921af4565eedccc970e34,100.0,0.0,8843.550612023787481591,0xc723b5d1811ce23512c8cfaf15959bbb4554497d,3900000.0,1005274.928953110240399837493896484375,0.0,113
