createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token0.name,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
13017504,2021-08-13,0xe95c52ccdf32930403f9fb4e9d3f0946143b1052,1e-05,1e-09,1e-05,Wrapped Ether,0xd1e50e2fec26f871dd39e334425032a41eef210a,Uranus,ANUS🪐,1e-09,9,99,0x5e3a6665b9471aa3ebd4b7e5b95e88bc85fbf6af,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.5,990000000000.0,1630425351,2021-08-31 15:55,burn,1629479039,2021-08-20 17:03,1.817203499,4.8e-17,-1.0,170.11777777777777h,True,1629479039,1,96,0,0.010309278350515464,0.9896907216494846,0.0,0.0,0.08417180426175483,0.0,57,39,1.425,302833,38.53569773599538606,0x5e3a6665b9471aa3ebd4b7e5b95e88bc85fbf6af,100.0,0.0,38.53569773599538606,0x5e3a6665b9471aa3ebd4b7e5b95e88bc85fbf6af,1000000000000.0,0,38.53569774,10000000000
12981051,2021-08-07,0x431501f601b2732fbe2eaa14af94abdf5e1004d6,2.02e-05,5.1e-17,1.02e-16,Bitconnect,0xbbc320e682bb7774e40a95f4d14b060246bbd8e3,Bitconnect,BITCONNECT,2.02e-05,9,141,0x39d5bdb8988a0f777acb270c0534e9db25846b1c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.5,990000000000.0,1629007573,2021-08-15 6:06,burn,1629007573,2021-08-15 6:06,1.957985195,5.1e-17,-1.0,174.18694444444444h,True,1629007573,1,139,0,0.007142857142857143,0.9928571428571429,0.0,0.0,0.1721881877118896,0.0,59,80,0.7283950617283951,33626,38.53569773599538606,0x39d5bdb8988a0f777acb270c0534e9db25846b1c,100.0,0.0,38.53569773599538606,0x39d5bdb8988a0f777acb270c0534e9db25846b1c,1000000000000.0,0,38.53569774,10000000000
12945011,2021-08-02,0x8e6b0700ca5937f947ebd0b480598b106c649cca,2.22e-05,4.7e-17,9.4e-17,Sonichu,0x62a390342d027e55325947f0a6054b5ae5ca9622,Sonichu,SICHU,2.22e-05,9,139,0x4a2415bbb3209b9b006135712ffbc0ff1836bd11,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.465,1000000000000.0,1629351590,2021-08-19 5:39,burn,1629351590,2021-08-19 5:39,1.793964331,4.7e-17,-1.0,404.75388888888887h,True,1629351590,1,137,0,0.007246376811594203,0.9927536231884058,0.0,0.0,0.050321224841387735,0.0,65,72,0.8904109589041096,1124913,38.275318418009273609,0x4a2415bbb3209b9b006135712ffbc0ff1836bd11,100.0,0.0,38.275318418009273609,0x4a2415bbb3209b9b006135712ffbc0ff1836bd11,1000000000000.0,0,38.27531842,0
11774465,2021-02-02,0x8dbcdd6fe4f28a12544faa9820edbdf7031efce6,1.3699999999999997e-13,9e-18,9e-18,elonmust,0x3f6e39f7923af32744cbdd390fcfab50f75e2447,elonmust,elonmust,1.3699999999999997e-13,18,28,0x8ab4f68d46e14591a5912028ddbce65e4e659116,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,6.0,97222.125,1612239197,2021-02-02 4:13,burn,1612237640,2021-02-02 3:47,0.456780226,1.2e-17,-1.0,0.08472222222222223h,True,1612237640,1,18,1,0.05,0.9,0.05,0.0,0.5124555160142349,0.9323843416370107,16,2,5.333333333333333,281,38.188111697228497504,0x8ab4f68d46e14591a5912028ddbce65e4e659116,100.0,0.0,38.188111697228497504,0x8ab4f68d46e14591a5912028ddbce65e4e659116,88687.12630372732,19905.7818393278503208421170711517333984375,38.1881117,58784.2773500999974203296005725860595703125
12438891,2021-05-15,0x247c3bd5a0c8a5f86683c832ffda127083bd53c1,6746980307.0,1e-18,1e-18,Eco Shiba,0x6b065302d3cd1859655625cfe9f56bed5d93afcd,Eco Shiba,ESHIBA,6746980307.0,9,37,0x79db10701630b0e2749436ed3f5ff0909a757bbe,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,3.0,485000000000.0,1621081344,2021-05-15 12:22,burn,1621081327,2021-05-15 12:22,3.974433597,1.05e-16,-1.0,0.20916666666666667h,True,1621081327,1,34,0,0.02857142857142857,0.9714285714285714,0.0,0.0,0.5326704545454546,0.0,24,10,2.1818181818181817,704,38.142595671038677243,0x79db10701630b0e2749436ed3f5ff0909a757bbe,100.0,0.0,38.142595671038677243,0x79db10701630b0e2749436ed3f5ff0909a757bbe,1000000000000.0,500000000360,38.14259567,19799999639.019977569580078125
11133246,2020-10-26,0xec54cb46c26f3aa0e28d83c7ffe6ce363f3194ab,0.005134839,2.725540505,0.010269678,Wrapped Ether,0xd14641fc45c6c450d598ce620389bc076e853ceb,Wall Street Poolish Token,WSPT,2.725540505,18,103,0xf00ffc5c94abe124625161fab68be47894fafaca,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,1.7,855.0,1603784497,2020-10-27 7:41,burn,1603784497,2020-10-27 7:41,1.7116129780000002,0.005134839,-0.997,14.730833333333333h,True,1603784497,5,94,3,0.049019607843137254,0.9215686274509803,0.029411764705882353,0.11228230980751604,0.11189452161037862,0.25047592187830503,51,43,1.1590909090909092,28366,38.124795081416502267,0xf00ffc5c94abe124625161fab68be47894fafaca,100.0,0.0,38.124795081416502267,0xf00ffc5c94abe124625161fab68be47894fafaca,1000.0,0,38.0104207,0
13095872,2021-08-25,0x2c8944dfd06de99a6d2c42cc7087c6f4cf94841a,2.3e-05,4.5000000000000004e-17,9.000000000000001e-17,back faced pebble,0x6657c90d9bc99f2def423339ed6e7dc142da13ef,back faced pebble,BFP,2.3e-05,9,51,0x63b1aa8af8fc173ce1018a29cdfad10abf175931,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.5,950000000000.0,1630361476,2021-08-30 22:11,burn,1630361476,2021-08-30 22:11,1.6667982,4.5000000000000004e-17,-1.0,124.23138888888889h,True,1630361476,1,49,0,0.02,0.98,0.0,0.0,0.3204787234042553,0.0,31,18,1.631578947368421,1504,37.749172176353747486,0x63b1aa8af8fc173ce1018a29cdfad10abf175931,100.0,0.0,37.749172176353747486,0x63b1aa8af8fc173ce1018a29cdfad10abf175931,1000000000000.0,0,37.74917218,-583766020.76666259765625
11214341,2020-11-08,0xae6142f394473fb9118f9588bf67ab32b45eb547,6e-17,1.7e-14,1.2e-16,Wrapped Ether,0xc29708b8b1121d27e8916c088b6c34cc317812ee,Qburngame,QBURN,1.7e-14,18,24,0x4989386584f5ae7c2c343c66ee4dd1d74cd797c6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,1.5,950.0,1604808427,2020-11-08 4:07,burn,1604808427,2020-11-08 4:07,2.2320603230000002,6e-17,-1.0,0.6980555555555555h,True,1604808427,1,22,0,0.043478260869565216,0.9565217391304348,0.0,0.0,0.32594417077175697,0.0,17,5,2.8333333333333335,2436,37.749172176353747486,0x4989386584f5ae7c2c343c66ee4dd1d74cd797c6,100.0,0.0,37.749172176353747486,0x4989386584f5ae7c2c343c66ee4dd1d74cd797c6,1000.0,0,37.74917218,0
12863989,2021-07-20,0xa437ae691e43c585584cc02e6bc2b91b1acbbe64,1.4800000000000002e-05,7.1e-17,1.42e-16, Pika Ramen ,0x58c48835d0740271067c0b2d05ebcd5280fe5044, Pika Ramen , PKR ,1.4800000000000002e-05,9,10,0x5bf78e7401c9598cc6cb52f946fcd22fe17c8da0,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.9,750000000000.0,1626793338,2021-07-21 0:02,burn,1626793338,2021-07-21 0:02,2.667886969,7.1e-17,-1.0,0.37666666666666665h,True,1626793338,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.313953488372093,0.0,7,1,3.5,774,37.749172176353747486,0x5bf78e7401c9598cc6cb52f946fcd22fe17c8da0,100.0,0.0,37.749172176353747486,0x5bf78e7401c9598cc6cb52f946fcd22fe17c8da0,1000000000000.0,200000000000,37.74917218,20000000000
13127702,2021-08-30,0xcddf8c90a9e018b01b21bf8803e68f4cdce503ad,6e-17,1.7800000000000002e-05,1.2e-16,Wrapped Ether,0xc7e599d227680990c7b7535f8a589f44d8495343,Robot Chopsticks,RCHOP,1.7800000000000002e-05,9,225,0x5c94faf71e9337cf2ee60817de6327ee8a6abd03,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,1.5,950000000000.0,1631056416,2021-09-07 23:13,burn,1631056416,2021-09-07 23:13,2.260242584,6e-17,-1.0,199.5688888888889h,True,1631056416,3,220,1,0.013392857142857142,0.9821428571428571,0.004464285714285714,0.01326340089415873,0.03975400192420953,1.0,111,109,1.009090909090909,718217,37.749172176353747486,0x5c94faf71e9337cf2ee60817de6327ee8a6abd03,100.0,0.0,37.749172176353747486,0x5c94faf71e9337cf2ee60817de6327ee8a6abd03,1000000000000.0,20000000000,37.74917218,166959827268.643829345703125
