createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token0.name,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
11057281,2020-10-15,0xb8747252f40360b5af862a3258a10d3fd6a2111c,1.42e-14,7.1e-17,1.42e-16,HULK.finance,0x319eb3e4d60ca8b3869f62b9514031a17266c7e9,HULK.finance,HULK,1.42e-14,18,106,0xc336d6ca06a04d92fc18667b806988b68dc568e3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,100.0,80000.0,1602734651,2020-10-15 4:04,burn,1602734651,2020-10-15 4:04,199.95233290000002,7.1e-17,-1.0,3.0277777777777777h,True,1602734651,1,104,0,0.009523809523809525,0.9904761904761905,0.0,0.0,0.4893805309734513,0.0,93,11,7.75,10170,2828.427124746190096603,0xc336d6ca06a04d92fc18667b806988b68dc568e3,100.0,0.0,2828.427124746190096603,0xc336d6ca06a04d92fc18667b806988b68dc568e3,99999.99999999999,0,2828.42712475,29313.621800640001310966908931732177734375
11347303,2020-11-28,0xd7fddc2f0f584724fae638401f73901f2d5ea517,1.05e-14,9.6e-17,1.92e-16,Keep3rb.network,0x7c72a5dc43c33c71184728b08655f9a8acb6a571,Keep3rb.network,KP3RB,1.05e-14,18,92,0x285dea42ba0a16c4c728a3dbe64a284d6d1212be,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,200.0,40000.0,1606580526,2020-11-28 16:22,burn,1606580526,2020-11-28 16:22,270.8240247,9.6e-17,-1.0,2.7944444444444443h,True,1606580526,1,90,0,0.01098901098901099,0.989010989010989,0.0,0.0,0.38824694618686034,0.0,68,22,2.9565217391304346,6058,2828.427124746190096603,0x285dea42ba0a16c4c728a3dbe64a284d6d1212be,100.0,0.0,2828.427124746190096603,0x285dea42ba0a16c4c728a3dbe64a284d6d1212be,199999.99999999997,0,2828.42712475,30265
11348584,2020-11-28,0xe61383b0f2e89833894a78014075953cfa2e7d99,1.36e-13,8e-18,1.6e-17,BayMet,0x41fc774a2f9684d555df626892decab199c9a39b,BayMet,BMT,1.36e-13,18,11,0x8d9b88d4268438ecc11d3f40c4386748688650cf,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,20.0,400000.0,1606589456,2020-11-29 3:50,burn,1606589456,2020-11-29 3:50,20.80855884,8e-18,-1.0,0.7288888888888889h,True,1606589456,1,9,0,0.1,0.9,0.0,0.0,0.7316885119506553,0.0,7,2,2.3333333333333335,2594,2828.427124746190096603,0x8d9b88d4268438ecc11d3f40c4386748688650cf,100.0,0.0,2828.427124746190096603,0x8d9b88d4268438ecc11d3f40c4386748688650cf,759375.0,0,2828.42712475,33963
11111418,2020-10-23,0xedff427315d4a7fbaa9bfe978a3d229b1b81844b,3.28e-14,3.1e-17,6.2e-17,gambling defi,0x32e1c67d6996900b2c571cd4bf52f2a3a426c625,gambling defi,GMBL,3.28e-14,18,11,0x2d82451bf7591e450eb31d91c7ff56d30cc8129b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,80.0,100000.0,1603493608,2020-10-24 7:53,burn,1603493608,2020-10-24 7:53,86.20533271,3.1e-17,-1.0,14.511388888888888h,True,1603493608,1,9,0,0.1,0.9,0.0,0.0,0.1958616492544883,0.0,8,1,4.0,9859,2828.427124746190096603,0x2d82451bf7591e450eb31d91c7ff56d30cc8129b,100.0,0.0,2828.427124746190096603,0x2d82451bf7591e450eb31d91c7ff56d30cc8129b,160000.0,0,2828.42712475,58769.090213219998986460268497467041015625
11184327,2020-11-03,0x8397741b857a383ff2f4758395b673c0bf41a73c,2.27e-14,4.5000000000000004e-17,9.000000000000001e-17,Keep3rV2,0x0734b447f0df7afcf2e979668b068d6698a10795,Keep3rV2,KP3RV2,2.27e-14,18,50,0x84be64eb8745e0c547c14ca2dd071985fe6e74e3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,100.0,80000.0,1604453548,2020-11-04 1:32,burn,1604453548,2020-11-04 1:32,124.68664040000002,4.5000000000000004e-17,-1.0,12.599166666666667h,True,1604453548,1,48,0,0.02040816326530612,0.9795918367346939,0.0,0.0,0.2169300714440355,0.0,41,7,5.125,18476,2828.427124746190096603,0x84be64eb8745e0c547c14ca2dd071985fe6e74e3,100.0,0.0,2828.427124746190096603,0x84be64eb8745e0c547c14ca2dd071985fe6e74e3,199999.99999999997,0,2828.42712475,64270
11153367,2020-10-29,0x45e377f0f39a543513d7c2197c92989b30e1edfe,3.32e-14,3.1e-17,6.2e-17,Keep3r TRADE,0x13850c4b20b7d187a8cf7ae1e7d03f01346ab373,Keep3r TRADE,KP3RT,3.32e-14,18,8,0x6e3397a7456d53a8e8da44f03378722ce1716bdc,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,80.0,100000.0,1604023574,2020-10-30 11:06,burn,1604023574,2020-10-30 11:06,85.30961805,3.1e-17,-1.0,7.458333333333333h,True,1604023574,1,6,0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.3548621190130624,0.0,6,0,6.0,5512,2828.427124746190096603,0x6e3397a7456d53a8e8da44f03378722ce1716bdc,100.0,0.0,2828.427124746190096603,0x6e3397a7456d53a8e8da44f03378722ce1716bdc,199999.99999999997,0,2828.42712475,99081.801971780005260370671749114990234375
11065022,2020-10-16,0x7808e98adfaefed8769b3d2884942e077dd2252d,2.62e-14,3.9e-17,7.8e-17,Hermes DAO,0x6e71acd5c652466435a239fb4e6e5c8cdec9c4ca,Hermes DAO,HRMS,2.62e-14,18,23,0x462a3ba8c8ee72d5316afc2e688f797c46a1d4de,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,80.0,100000.0,1602891169,2020-10-16 23:32,burn,1602891169,2020-10-16 23:32,107.9954871,3.9e-17,-1.0,18.033333333333335h,True,1602891169,1,21,0,0.045454545454545456,0.9545454545454546,0.0,0.0,0.243811704106453,0.0,18,3,4.5,6989,2828.427124746190096603,0x462a3ba8c8ee72d5316afc2e688f797c46a1d4de,100.0,0.0,2828.427124746190096603,0x462a3ba8c8ee72d5316afc2e688f797c46a1d4de,199999.99999999997,0,2828.42712475,99468.806336299996473826467990875244140625
11113443,2020-10-23,0x1a7a88f7fc1dc7c1a7fad9479df74319b99a0fda,3.15e-14,3.2e-17,6.4e-17,Eris by nCyotee,0x8ac6836b1e0d6f05a0df0ece281b01dcc6798646,Eris by nCyotee,Eris,3.15e-14,18,8,0x9196517ae8b5f677c33ca2d95a524da76d06f7af,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,80.0,100000.0,1603480113,2020-10-24 4:08,burn,1603480113,2020-10-24 4:08,89.75,3.2e-17,-1.0,3.3075h,True,1603480113,1,6,0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.18554051738906974,0.0,6,0,6.0,11674,2828.427124746190096603,0x9196517ae8b5f677c33ca2d95a524da76d06f7af,100.0,0.0,2828.427124746190096603,0x9196517ae8b5f677c33ca2d95a524da76d06f7af,199999.99999999997,0,2828.42712475,100000
12453317,2021-05-17,0x6a21b1f9afe28d2bfcd12622a73f7430f34b4b31,8e-18,1.2700000000000001e-13,1.6e-17,Wrapped Ether,0xed89dac80aed25b48c3ab7ecaf5b142c33bd692c,Hasaki Shiba,HASHIBA,1.2700000000000001e-13,18,31,0x4f020d3e8a23afe044b0ba885d4a9c72df93b7e9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,20.0,400000.0,1621274367,2021-05-17 17:59,burn,1621274367,2021-05-17 17:59,22.3006517,8e-18,-1.0,0.4666666666666667h,True,1621274367,1,28,0,0.034482758620689655,0.9655172413793104,0.0,0.0,0.406351263771873,0.0,19,9,1.9,1543,2828.427124746190096603,0x4f020d3e8a23afe044b0ba885d4a9c72df93b7e9,100.0,0.0,2828.427124746190096603,0x4f020d3e8a23afe044b0ba885d4a9c72df93b7e9,1000000.0,500000,2828.42712475,100000
11141234,2020-10-27,0x49a07f27b4f0fdfd3e7f12e71cf93702da806982,1.15e-13,9e-18,1.8e-17,ANTICOVID19,0x3b2b7b4c13d7c21c9a6de194ba85ff3c07f2ca22,ANTICOVID19,ANTICOVID19,1.15e-13,18,19,0x4ffcee06d2da4753a75bf707979cc657627938db,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,20.0,400000.0,1603860129,2020-10-28 4:42,burn,1603860129,2020-10-28 4:42,24.68454393,9e-18,-1.0,6.565277777777778h,True,1603860129,1,17,0,0.05555555555555555,0.9444444444444444,0.0,0.0,0.10655700251313685,0.0,15,2,5.0,21885,2828.427124746190096603,0x4ffcee06d2da4753a75bf707979cc657627938db,100.0,0.0,2828.427124746190096603,0x4ffcee06d2da4753a75bf707979cc657627938db,500000.0,0,2828.42712475,118992.116379479994066059589385986328125
11206503,2020-11-06,0xa31586461e70de13ddba8d3e83037c51a675ed85,2.24e-14,4.6e-17,9.2e-17,Keep3rV2,0xb077ec68f96fee38fac1e3f7fa9fbd8010cd3f76,Keep3rV2,KP3RV2,2.24e-14,18,27,0xc321977e7cb94c4dd4db77455d4543edf9c03eba,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,100.0,80000.0,1604705266,2020-11-06 23:27,burn,1604703680,2020-11-06 23:01,126.58975600000001,4.5000000000000004e-17,-1.0,0.5655555555555556h,True,1604703680,1,23,0,0.041666666666666664,0.9583333333333334,0.0,0.0,0.5059856344772546,0.0,20,3,5.0,1253,2828.427124746190096603,0xc321977e7cb94c4dd4db77455d4543edf9c03eba,100.0,0.0,2828.427124746190096603,0xc321977e7cb94c4dd4db77455d4543edf9c03eba,200001.0,0,2828.42712475,119531.561469430002034641802310943603515625
11103578,2020-10-22,0xa58d08d64b7f32a4bb507366c7cf29dd7623bdeb,3.01e-14,3.4000000000000004e-17,6.800000000000001e-17,liquidcore.finance,0x12998489694ed28b56becaa256d5fae409452f2d,liquidcore.finance,Lcore,3.01e-14,18,22,0xe6a8285a02c28e38eacdcba257c105392b2862ca,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,80.0,100000.0,1603342501,2020-10-22 4:55,burn,1603342501,2020-10-22 4:55,94.01140707,3.4000000000000004e-17,-1.0,1.3830555555555555h,True,1603342501,1,20,0,0.047619047619047616,0.9523809523809523,0.0,0.0,0.5626872058194267,0.0,14,6,2.0,2337,2828.427124746190096603,0xe6a8285a02c28e38eacdcba257c105392b2862ca,100.0,0.0,2828.427124746190096603,0xe6a8285a02c28e38eacdcba257c105392b2862ca,250000.0,0,2828.42712475,140806.13605000000097788870334625244140625
11107746,2020-10-22,0xbaa13cf97d04b0b47b2978986ef677cee41bd571,7.780000000000001e-13,2e-18,4e-18,NEO Coin,0xb1e4966f2c3e7e71059f340be449437d2512cc35,NEO Coin,NEO,7.780000000000001e-13,18,8,0xf1efae2fbd6965a7a10395a15cb267f88277514b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,20.0,400000.0,1603393075,2020-10-23 3:57,burn,1603393075,2020-10-23 3:57,3.6513610130000003,2e-18,-1.0,0.14583333333333334h,True,1603393075,1,6,0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.44545454545454544,0.0,2,4,0.4,440,2828.427124746190096603,0xf1efae2fbd6965a7a10395a15cb267f88277514b,100.0,0.0,2828.427124746190096603,0xf1efae2fbd6965a7a10395a15cb267f88277514b,4400000.0,0,2828.42712475,400000
11140147,2020-10-27,0xfd80a4ad401e41faa5196c4dd59c11fca4bf5c06,6.34e-14,1.6e-17,3.2e-17,Yin Network,0x052b3f565ca86a07da70d0561e948219a40a7af3,Yin Network,YIN,6.34e-14,18,22,0x7db8e2e328e0e1c84f076cd0241ed60720eff76b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,20.0,400000.0,1603827780,2020-10-27 19:43,burn,1603827780,2020-10-27 19:43,44.73727209,1.6e-17,-1.0,1.5555555555555556h,True,1603827780,1,20,0,0.047619047619047616,0.9523809523809523,0.0,0.0,0.34781738085702846,0.0,15,5,2.5,4994,2828.427124746190096603,0x7db8e2e328e0e1c84f076cd0241ed60720eff76b,100.0,0.0,2828.427124746190096603,0x7db8e2e328e0e1c84f076cd0241ed60720eff76b,1000000.0,0,2828.42712475,615180.341288410010747611522674560546875
11373421,2020-12-02,0xfe34219c60b8f01a57294d0039568da66e271a81,2e-17,5.04e-14,4e-17,Wrapped Ether,0xd661c97caf8fabe5c3c6fa452b467a9b9de27415,PorkSwap,PORK,5.04e-14,18,32,0x84e08c04ee73dec46b0845b048d4869d912b0bc9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,20.0,400000.0,1606922902,2020-12-02 15:28,burn,1606922902,2020-12-02 15:28,56.34916401,2e-17,-1.0,1.761111111111111h,True,1606922902,1,30,0,0.03225806451612903,0.967741935483871,0.0,0.0,0.44768482987976466,0.0,24,6,3.4285714285714284,3909,2828.427124746190096603,0x84e08c04ee73dec46b0845b048d4869d912b0bc9,100.0,0.0,2828.427124746190096603,0x84e08c04ee73dec46b0845b048d4869d912b0bc9,1000000.0,0,2828.42712475,618772.9589721900410950183868408203125
12072582,2021-03-20,0xa9d324ae61c8b386beef02faf035f5bc4e25c4f5,6.22e-07,0.000180791,0.000180791,dorafactory.org,0x2a8e8a617fa8e1a99f4b637c71b194bd18425713,dorafactory.org,DORA,6.22e-07,18,114,0x755d4e0762593187bf8128f0ab6b90f5bfefe345,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,80.0,100000.0,1616271077,2021-03-20 20:11,burn,1616266723,2021-03-20 18:58,267.1367316,9.499999999999999e-17,-1.0,17.98027777777778h,True,1616266723,1,110,0,0.009009009009009009,0.990990990990991,0.0,0.0,0.39432373023129147,0.0,72,38,1.8461538461538463,51407,2828.427124746190096603,0x755d4e0762593187bf8128f0ab6b90f5bfefe345,100.0,0.0,2828.427124746190096603,0x755d4e0762593187bf8128f0ab6b90f5bfefe345,1000000.0,0,2828.42712475,800000
11183860,2020-11-03,0x38ea9c45082cec8dded93134adf85d13af8228b7,7.38e-14,1.4000000000000003e-17,2.8000000000000005e-17,Zalsa Network,0x847faede6b29f7ca693a162108c602ac8492c8ab,Zalsa Network,ZALSA,7.38e-14,18,26,0xd114baca0de38544bb8a6c6e84a40c5bc1ec4089,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,20.0,400000.0,1604412363,2020-11-03 14:06,burn,1604412363,2020-11-03 14:06,38.42694606,1.4000000000000003e-17,-1.0,2.8975h,True,1604412363,1,24,0,0.04,0.96,0.0,0.0,0.2244825124910778,0.0,19,5,3.1666666666666665,2802,2828.427124746190096603,0xd114baca0de38544bb8a6c6e84a40c5bc1ec4089,100.0,0.0,2828.427124746190096603,0xd114baca0de38544bb8a6c6e84a40c5bc1ec4089,2000000.0,0,2828.42712475,1616539.05383475008420646190643310546875
11458851,2020-12-15,0xccb80b57946803d8be899ed77c52f66bcb5c5d5b,1.3800000000000002e-13,8e-18,1.6e-17,Hera Protocol,0x426b08ef952a1186cb86da0d332184920c860002,Hera Protocol,HERA,1.3800000000000002e-13,18,9,0x3bd0bf84f2bda1a0b9500caf7ddd68040de8f191,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,20.0,400000.0,1608053366,2020-12-16 2:29,burn,1608053366,2020-12-16 2:29,20.55223431,8e-18,-1.0,0.5736111111111111h,True,1608053366,1,7,0,0.125,0.875,0.0,0.0,0.6216216216216216,0.0,4,3,1.0,962,2828.427124746190096603,0x3bd0bf84f2bda1a0b9500caf7ddd68040de8f191,100.0,0.0,2828.427124746190096603,0x3bd0bf84f2bda1a0b9500caf7ddd68040de8f191,5000000.0,0,2828.42712475,4600000
