createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token0.name,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
12513509,2021-05-27,0x2dee8349aed97b83ec551bd308b9b04c3fe605b2,342000000000.0,4.707108966,9.414217932,CatDog Inu,0x97ad070879be5c31a03a1fe7e35dfb7d51d0eef1,CatDog Inu,CDINU,342000000000.0,8,572,0xde16391c4c0938128e0fa4d04bd94198c0ffe7e9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,3.0,495000000000.0,1635803394,2021-11-01 21:49,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635803394,1,569,1,0.0017513134851138354,0.9964973730297724,0.0017513134851138354,0.0,0.006200524224252738,0.003129087628681107,318,251,1.2619047619047619,13494988,12.185435916898847672,0xde16391c4c0938128e0fa4d04bd94198c0ffe7e9,100.0,0.0,12.185435916898847672,0xde16391c4c0938128e0fa4d04bd94198c0ffe7e9,1000000000000.0,474178222767.9000244140625,0.0,35821777232.09998321533203125
12388609,2021-05-07,0x141c03c954587f04406967646674f0581dcc2d85,1.2e-07,0.041781566,0.041781566,PAMP.CC,0x7f0f118d083d5175ab9d2d34c4c8fa4f43c3f47b,PAMP.CC,PAMP,1.2e-07,8,3568,0xe6831b2f7573ba57ef119fa6ee6af59f6cf3b5d4,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,50.0,9827458672.0,1635545520,2021-10-29 22:12,burn,1635064876,2021-10-24 8:41,0.129403107,8.800000000000001e-16,-1.0,4070.751111111111h,True,1635064876,5,3553,6,0.0014029180695847362,0.9969135802469136,0.0016835016835016834,0.0824870765027444,0.09284411244120983,0.5752820497764642,1959,1594,1.2282131661442006,13488222,0.070097998088022767,0xe6831b2f7573ba57ef119fa6ee6af59f6cf3b5d4,50.0,17.743212339330807,0.217312395844963470,0xe6831b2f7573ba57ef119fa6ee6af59f6cf3b5d4,100000000000.0,7969304450.28768253326416015625,0.0,36049306926.45073699951171875
13482601,2021-10-24,0x037a4245bf5f656571e7f54fa95ab4a9d30e9b73,49.00861766,13000000000000.0,98.01723533,Wrapped Ether,0xc795fba221f7920f1c6ac0f1598886742d8ea661,SaitamaX,SaitaX,13000000000000.0,9,4333,0xff3b571f74005101c3773d9fa0c47f3c820d1a4c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,5.0,100000000000000.0,1636889927,2021-11-14 11:38,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636889927,2,4336,1,0.0004609356994699239,0.9993085964507951,0.00023046784973496196,0.26331647706889105,0.21819316389211316,0.41586482548725756,2690,1646,1.6332726168791742,1775601,750.076877333014365648,0xff3b571f74005101c3773d9fa0c47f3c820d1a4c,100.0,0.0,750.076877333014365648,0xff3b571f74005101c3773d9fa0c47f3c820d1a4c,99999999999999.98,0,42.97009615,367383680851.904052734375
11053791,2020-10-14,0x66ff8acb986aaa469caecc05bbe444cae891561c,1.2e-10,1e-06,1.2e-10,Wrapped Ether,0xdcd13da7d48820c2bdb866e31fe085b56ccbcaf2,ULASLI TOKEN,ULST,0.541568,6,53,0x3a080e1da45d77ab24da9f2b69584d82a3e2fc59,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.1,35.0,1605195475,2020-11-12 15:37,burn,1603399573,2020-10-22 20:46,0.039081074,2.8999999999999997e-11,-0.999999999,200.15083333333334h,True,1603399573,3,10,1,0.21428571428571427,0.7142857142857143,0.07142857142857142,0.0757939825939126,0.42201150590712494,1.0,3,7,0.375,719978,0,0x3a080e1da45d77ab24da9f2b69584d82a3e2fc59,100.0,0.0,0.000001346292632815,0x3a080e1da45d77ab24da9f2b69584d82a3e2fc59,41000000000.0,0,0.0,39413677426.4745941162109375
13287844,2021-09-24,0x777a06456f00de1fb78193aaadf32b31f310b1de,4.963528018,338000000000.0,9.927056036,Wrapped Ether,0xf399a246942dbcce28b2c7d6cbb539b91299643c,KILLUA DAO,KILLUA,338000000000.0,9,947,0x7b566f523ca8b6a57dc70faca53cd7b27148f950,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,8.0,200000000000.0,1633785255,2021-10-09 13:14,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1633785255,1,944,0,0.0010582010582010583,0.9989417989417989,0.0,0.0,0.05029250395088275,0.0,477,467,1.0192307692307692,649222,39.999999999999999,0x7b566f523ca8b6a57dc70faca53cd7b27148f950,100.0,0.0,39.999999999999999,0x7b566f523ca8b6a57dc70faca53cd7b27148f950,1000000000000.0,0,0.0,40000000000
12988495,2021-08-09,0x3298c4f8203045c94fcdf3dcd309eca90eb31d9d,2197631617.0,0.017158707,0.017158707,KeanuRELOADED.com,0x4d677f231dc92cfe2705347153570f5af00bd38d,KeanuRELOADED.com,KEALOADED,2197631617.0,18,175,0x8508607f5ff2e7a6f83fae3cfeaeaa6d70962cab,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,2.5,13370000.0,1628488179,2021-08-09 5:49,swap,1628488099,2021-08-09 5:48,19.83855297,0.0008669460000000001,-0.9999563,2.386388888888889h,True,1628488099,1,172,0,0.005780346820809248,0.9942196531791907,0.0,0.0,0.3868191464277293,0.0,148,24,5.92,8482,5781.435807824903973439,0x8508607f5ff2e7a6f83fae3cfeaeaa6d70962cab,100.0,0.0,5781.435807824903973439,0x8508607f5ff2e7a6f83fae3cfeaeaa6d70962cab,43383370000.0,0,0.0,43370000000
13462998,2021-10-21,0x2a2ccf53b9cfbcab98fe0f1b9a2843cd20293414,3.9111323239999995,542000000000.0,7.822264647999999,Wrapped Ether,0xe512a70987df2302a13b8fc262b01b6f12337836,FlokiRocketEth,FRETH,542000000000.0,18,291,0x6739d67acdae5a551189fb6caa82c482c93c8126,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.45,855000000000.0,1635484311,2021-10-29 5:11,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635484311,1,288,0,0.0034602076124567475,0.9965397923875432,0.0,0.0,0.038954600855062485,0.0,148,140,1.049645390070922,633404,1447325.11896947328563437,0x6739d67acdae5a551189fb6caa82c482c93c8126,100.0,0.0,1447325.11896947328563437,0x6739d67acdae5a551189fb6caa82c482c93c8126,919745830455.4635,79954169544.566497802734375,0.0,43593999082.94483184814453125
12658832,2021-06-18,0x0a8d00f2af9b7e89aa4b8601e6529fa299e495dd,1.38e-10,1e-18,1e-18,CardanoPlus,0x3a7b3d0659df368de7872be94cf0f3ecdf63eae2,CardanoPlus,ADAplus,1.38e-10,18,71,0xe2148aa1bef76b547289ed20ba751ab8db426422,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,1.41454126,71620945624.0,1627490225,2021-07-28 16:37,burn,1627490225,2021-07-28 16:37,0.10172711400000001,1e-18,-1.0,773.5208333333334h,True,1627490225,7,62,1,0.1,0.8857142857142857,0.014285714285714285,0.09889447392687,0.08456160294421351,1.0,37,25,1.4230769230769231,2697087,0,0xe2148aa1bef76b547289ed20ba751ab8db426422,100.0,0.0,13716.403779746716720444,0xe2148aa1bef76b547289ed20ba751ab8db426422,1000000000000.0,0,0.0,43807173714.30367279052734375
12606844,2021-06-10,0xb10cf8e581a90f8fed199f1c3b32e154a1c55e88,8.9e+18,1.91e-08,1.91e-08,Ethereum Diamond,0x71288e8ce98d14b2f0d9434675782461402e88c5,Ethereum Diamond,ETHD,8.9e+18,9,12,0x8a359a690068cb52605c8f7d28ab53585759df71,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,2.0,40050000000.0,1623397210,2021-06-11 7:40,swap,1623397210,2021-06-11 7:40,0.41435502399999996,1.91e-08,-0.9999999540000001,18.768055555555556h,True,1623397210,2,9,0,0.18181818181818182,0.8181818181818182,0.0,0.010282126063924766,0.561722516516874,0.0,4,5,0.6666666666666666,67204,12.742896380464893375,0x8a359a690068cb52605c8f7d28ab53585759df71,100.0,0.0,12.742896380464893375,0x8a359a690068cb52605c8f7d28ab53585759df71,1.00000017e+19,0,0.0,44442035693.83203887939453125
12577819,2021-06-06,0xb10fa3733869ad1042b5744d5b68b3ef7b2b891b,481000000000.0,3.5100714760000002,7.020142951,TomorrowWontExist,0xb09834fa4d01c6ec44cdc530b8fa7c3e46384125,TomorrowWontExist,TWE,481000000000.0,18,3606,0x147612b77ff82418dddef7d3b1f3146a14fcbb0e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,1.0,800000000000.0,1636887971,2021-11-14 11:06,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636887971,589,3014,3,0.16333887964503604,0.8358291735995563,0.0008319467554076539,0.13427734240929304,0.09987656717341573,0.08942237281233585,1947,1067,1.8230337078651686,9469118,894427.190999915878562669,0x147612b77ff82418dddef7d3b1f3146a14fcbb0e,33.333333333333336,28.57859240090797,1281088.020717863680268647,0x147612b77ff82418dddef7d3b1f3146a14fcbb0e,954505990899.6318,96895126700.3681488037109375,0.0,346980857.247014105319976806640625
